Hours_Studied,Attendance,Parental_Involvement,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Physical_Activity,Gender,Exam_Score
26,66,Medium,No,6,91,Medium,Yes,3,Medium,,Public,3,Female,69
27,82,Medium,No,6,51,Low,Yes,1,Low,Medium,Public,3,Male,66
27,81,Medium,No,8,78,Medium,Yes,0,Medium,Medium,Public,3,Male,68
24,63,Medium,Yes,9,92,Medium,Yes,4,Medium,Medium,Private,4,Male,69
13,88,High,Yes,9,61,Low,Yes,4,Medium,Medium,Private,3,Female,66
30,85,Medium,Yes,6,96,Low,Yes,1,Medium,Medium,Private,4,Female,72
13,68,Low,Yes,6,79,Medium,Yes,1,High,Medium,Private,3,Male,62
22,79,Medium,No,9,76,Medium,Yes,1,Low,Medium,Private,2,Male,67
15,89,High,No,10,98,Low,Yes,0,Low,Medium,Private,2,Male,67
20,81,High,Yes,7,56,Low,No,1,Medium,Medium,Private,3,Male,67
22,76,Medium,No,9,87,Low,Yes,2,Low,High,Public,3,Female,65
22,73,High,No,5,91,Medium,Yes,1,Medium,Medium,Public,3,Male,67
23,84,Low,No,6,74,Medium,No,3,Low,Medium,Public,1,Female,66
30,98,Low,Yes,5,50,High,Yes,0,Low,High,Public,2,Male,70
23,87,Low,No,8,76,Medium,Yes,2,High,Medium,Public,5,Female,71
19,63,Low,Yes,7,58,Medium,Yes,2,Low,High,Private,3,Female,64
26,78,Low,Yes,7,78,Low,Yes,4,Medium,Medium,Private,4,Female,69
27,96,Medium,Yes,9,87,Low,No,0,Medium,High,Public,2,Male,72
13,64,Medium,Yes,6,77,Medium,Yes,0,Low,High,Public,4,Male,60
24,100,Medium,Yes,7,82,Low,Yes,1,Medium,High,Private,3,Male,71
24,98,Medium,Yes,5,55,High,Yes,0,Medium,Medium,Public,3,Male,71
18,63,High,No,9,55,Medium,Yes,2,High,High,Private,2,Female,66
28,97,Medium,No,9,93,Low,Yes,3,Medium,High,Public,3,Female,74
19,75,Medium,No,8,52,High,Yes,0,Low,Medium,Public,4,Male,64
21,94,Medium,Yes,7,64,Low,Yes,2,Medium,Medium,Private,2,Male,68
19,77,High,No,6,97,Low,Yes,4,Low,Medium,Public,2,Male,66
20,78,Medium,No,5,73,Low,Yes,1,Low,Medium,Public,3,Female,65
13,85,Low,Yes,7,84,Medium,No,0,Low,Medium,Public,5,Female,64
11,91,Medium,No,8,61,Medium,Yes,1,High,Medium,Private,3,Male,65
30,61,High,No,10,64,Low,Yes,4,Medium,Medium,Public,2,Male,69
15,84,Medium,Yes,6,75,Medium,Yes,2,Medium,Medium,Private,4,Female,68
14,67,Medium,No,7,82,Low,Yes,1,Medium,Medium,Public,3,Female,62
7,74,Low,No,9,98,High,Yes,3,High,Low,Public,2,Male,63
16,74,High,No,9,79,High,Yes,0,High,Medium,Public,4,Female,65
12,79,Low,No,6,55,Medium,Yes,1,Low,High,Private,4,Female,62
30,73,Low,No,7,68,Medium,Yes,0,Low,High,Public,2,Male,67
26,64,Low,No,6,62,Low,Yes,1,Low,Medium,Private,5,Male,64
16,66,Medium,No,6,63,Low,Yes,2,Medium,High,Public,3,Male,61
34,61,Low,No,9,75,Medium,Yes,1,Low,Medium,Public,2,Male,65
26,79,High,No,7,66,Medium,Yes,1,High,Medium,Public,5,Male,67
18,98,High,No,7,64,Medium,Yes,0,Medium,Medium,Public,4,Male,70
5,65,Medium,Yes,7,98,Low,Yes,1,Low,Low,Private,3,Male,59
34,98,Medium,No,7,79,Medium,Yes,1,Low,Medium,Private,4,Male,75
12,89,Low,Yes,7,63,Medium,Yes,4,Low,High,Public,2,Male,67
10,85,Medium,Yes,6,64,Low,Yes,1,Medium,Medium,Public,3,Male,64
26,86,Medium,Yes,9,91,Medium,Yes,3,High,Medium,Public,3,Female,72
35,93,Medium,Yes,6,94,Medium,Yes,5,Medium,Medium,Public,2,Female,76
28,64,Medium,Yes,6,84,Low,Yes,2,Medium,Medium,Private,2,Male,69
23,80,Low,No,7,72,Low,Yes,0,Low,High,Public,5,Male,65
24,88,High,No,10,88,Low,Yes,2,High,High,Public,1,Female,72
25,83,Medium,Yes,6,97,Low,Yes,0,Low,Low,Public,4,Male,69
25,93,High,No,8,58,Medium,Yes,0,High,Medium,Private,4,Female,71
22,63,High,No,7,93,High,Yes,0,Medium,Medium,Private,2,Male,64
21,88,High,Yes,7,92,High,Yes,2,Medium,Medium,Public,3,Female,74
20,81,Medium,Yes,8,68,Medium,Yes,0,Medium,Medium,Public,3,Male,68
15,75,Medium,Yes,4,65,High,Yes,1,Low,Low,Private,4,Female,66
18,74,Medium,No,6,78,High,Yes,0,High,Medium,Public,2,Female,65
10,85,High,Yes,8,64,Low,Yes,2,High,Medium,Public,3,Female,67
19,96,Medium,No,7,57,High,Yes,0,Low,Medium,Public,3,Female,69
14,80,High,Yes,7,98,High,Yes,2,Low,High,Private,2,Male,66
13,93,Medium,Yes,8,75,Medium,Yes,1,Medium,Medium,Private,2,Male,69
21,76,Medium,Yes,6,74,Medium,Yes,2,Medium,Medium,Private,3,Male,67
28,64,Medium,Yes,9,56,Medium,Yes,1,Low,Low,Public,2,Male,64
26,62,High,No,8,75,Medium,Yes,2,Medium,Medium,Public,2,Male,67
11,62,Low,Yes,7,87,High,No,3,Low,High,Public,3,Female,61
14,75,Medium,Yes,8,62,Low,Yes,0,High,Medium,Public,2,Female,61
26,73,Medium,Yes,9,68,High,Yes,4,Medium,Medium,Public,2,Male,68
14,89,Low,No,6,59,Low,Yes,2,Low,High,Public,5,Male,66
19,90,Medium,No,8,68,Low,Yes,0,High,Medium,Public,4,Male,66
23,62,Medium,No,10,93,High,Yes,2,Low,,Public,4,Female,68
14,69,Low,No,8,62,High,Yes,1,Medium,High,Private,2,Male,63
21,71,Medium,Yes,7,51,Medium,Yes,3,Medium,High,Private,3,Female,66
12,82,High,Yes,10,77,High,Yes,0,Medium,Medium,Public,4,Female,66
16,66,High,Yes,7,79,High,Yes,0,High,High,Private,3,Female,66
22,65,Medium,Yes,9,66,High,Yes,2,Medium,Medium,Public,4,Male,65
10,98,Medium,Yes,6,82,Medium,Yes,2,High,Medium,Public,2,Male,69
23,92,Medium,No,9,52,High,Yes,1,High,Medium,Private,2,Female,71
20,67,High,No,6,67,High,Yes,1,Medium,High,Public,2,Female,66
23,76,Medium,Yes,7,57,High,Yes,1,Medium,Medium,Public,3,Female,66
21,74,Medium,Yes,6,61,Low,No,0,Low,Medium,Private,4,Male,65
28,92,Low,No,10,69,Medium,Yes,4,Low,Medium,Public,4,Female,71
21,80,Medium,No,7,75,High,Yes,3,Medium,High,Private,2,Male,69
17,65,Low,Yes,5,55,Medium,Yes,2,Low,Medium,Public,3,Female,61
21,90,High,Yes,7,55,High,Yes,1,Low,High,Public,4,Female,70
23,76,Medium,No,8,84,High,Yes,2,High,Medium,Public,4,Female,70
20,71,Medium,No,7,70,High,Yes,0,High,High,Public,4,Female,65
20,75,Medium,Yes,6,59,Medium,Yes,2,Medium,Medium,Public,1,Male,64
16,80,High,Yes,9,62,Low,Yes,0,High,Medium,Public,4,Female,68
16,74,Low,Yes,9,86,Low,Yes,1,Low,Medium,Private,2,Female,63
12,70,Medium,No,5,53,Medium,Yes,2,Low,Medium,Private,3,Male,63
30,76,Medium,Yes,6,75,Low,Yes,3,High,Medium,Public,3,Female,71
13,61,High,No,7,68,Low,No,1,Medium,Medium,Public,2,Male,58
16,91,Medium,Yes,6,91,Medium,Yes,1,Medium,Medium,Public,2,Female,68
16,67,Medium,No,8,90,High,Yes,1,High,Low,Public,4,Male,65
25,62,Medium,No,10,84,Low,Yes,2,Low,Medium,Public,3,Female,65
18,86,High,Yes,6,69,Low,Yes,2,Medium,High,Public,2,Male,68
27,91,Low,Yes,9,82,Medium,Yes,0,Low,Low,Public,1,Male,69
16,93,Medium,Yes,5,82,Low,Yes,5,High,Medium,Public,1,Male,71
22,80,Low,No,8,67,Low,Yes,2,Low,Low,Private,2,Male,65
15,68,Low,Yes,6,94,Low,Yes,0,Medium,High,Public,5,Female,64
33,89,Low,No,8,99,Medium,Yes,2,High,High,Private,4,Male,75
13,88,High,No,4,66,Low,Yes,1,Low,High,Public,4,Female,67
22,70,Medium,Yes,5,90,High,Yes,1,Medium,High,Public,3,Female,68
24,96,High,No,8,75,Low,Yes,1,Medium,Medium,Public,1,Female,72
22,64,Medium,No,6,73,High,Yes,3,Medium,Medium,Public,4,Female,67
19,99,High,No,7,69,Medium,Yes,1,High,Medium,Public,3,Male,72
19,94,Medium,Yes,10,65,High,Yes,1,Low,High,Public,3,Male,69
20,88,Low,No,7,96,Low,Yes,0,High,High,Public,3,Male,68
19,98,Medium,Yes,8,87,Medium,Yes,0,Medium,Medium,Private,6,Male,70
26,89,Medium,No,6,72,High,Yes,1,Low,Medium,Public,3,Female,69
33,68,Medium,Yes,5,88,Medium,Yes,2,Low,Medium,Public,1,Male,67
17,78,Medium,No,7,86,Medium,No,0,Low,Low,Public,3,Female,63
12,63,Medium,No,5,63,Low,Yes,4,Low,Medium,Private,2,Male,61
19,76,Medium,Yes,6,59,Medium,Yes,1,Medium,Medium,Public,3,Female,66
35,90,High,Yes,7,92,Low,No,0,Low,Medium,Private,4,Male,73
15,75,Medium,Yes,7,91,High,Yes,0,Medium,High,Public,3,Male,67
30,73,High,Yes,8,100,Medium,Yes,2,High,High,Public,2,Female,72
30,84,High,No,8,51,Low,Yes,1,Low,Medium,Public,4,Male,69
17,95,Low,No,5,77,Medium,Yes,2,Medium,Medium,Public,4,Female,69
23,62,Low,Yes,6,85,Medium,Yes,1,Low,Medium,Public,3,Male,63
30,75,Medium,Yes,4,79,Low,Yes,0,Medium,Medium,Public,4,Male,67
18,66,Medium,No,6,86,Medium,Yes,0,High,Medium,Public,2,Female,63
19,88,Medium,Yes,8,57,Low,No,1,Medium,Low,Private,4,Male,66
17,64,Medium,No,9,50,Medium,Yes,2,Low,High,Public,4,Female,62
14,87,Medium,Yes,7,55,Medium,Yes,2,Low,High,Private,4,Male,68
16,71,Medium,No,9,69,Medium,Yes,1,Low,Medium,Public,4,Female,65
13,68,Low,Yes,8,66,Medium,Yes,0,Medium,Low,Public,4,Male,59
20,97,High,Yes,7,94,High,Yes,1,Medium,Medium,Public,1,Male,72
15,61,Medium,Yes,6,54,Medium,Yes,0,High,High,Private,2,Male,63
21,78,Medium,No,4,72,Medium,Yes,1,Medium,High,Public,4,Male,68
11,61,Medium,Yes,9,98,High,Yes,0,Medium,High,Public,2,Male,61
22,79,Low,No,7,75,Low,Yes,1,Low,High,Private,3,Female,65
25,80,Medium,Yes,9,57,Low,Yes,2,Low,High,Public,3,Female,68
8,73,Low,Yes,6,65,High,Yes,1,Low,Medium,Public,4,Male,61
22,65,Low,Yes,10,81,Medium,Yes,1,Low,,Private,3,Male,63
27,75,Medium,Yes,7,51,High,Yes,1,Medium,Low,Public,2,Male,67
13,87,Low,Yes,6,98,Low,Yes,0,High,High,Public,3,Male,66
30,91,Medium,Yes,7,78,High,Yes,3,Medium,Medium,Private,2,Male,75
23,81,Medium,No,7,85,Low,Yes,0,Medium,Medium,Public,4,Male,68
16,84,Low,No,7,75,High,Yes,2,Medium,Medium,Public,3,Female,65
20,68,Low,No,6,98,High,Yes,0,Low,High,Public,4,Female,64
23,71,High,Yes,4,79,Medium,No,2,Low,Medium,Public,3,Male,67
20,66,Low,Yes,6,83,Medium,Yes,2,Low,Medium,Private,3,Male,64
23,70,Medium,Yes,9,93,Medium,Yes,0,Low,High,Public,2,Female,67
14,69,Medium,Yes,6,93,Low,No,2,Low,Medium,Private,0,Male,63
21,81,High,Yes,4,51,Medium,Yes,0,Medium,Medium,Private,2,Female,67
12,83,High,Yes,5,64,Medium,Yes,1,High,Medium,Private,2,Female,65
19,98,High,Yes,7,62,High,Yes,1,Low,High,Public,2,Female,70
15,68,Medium,Yes,6,50,High,Yes,2,High,Low,Public,3,Male,62
16,86,High,Yes,7,94,Medium,Yes,2,Low,High,Public,3,Female,69
27,93,Medium,Yes,6,66,Medium,Yes,2,Medium,Medium,Public,3,Female,70
27,82,Medium,Yes,9,67,Low,Yes,1,Low,High,Private,2,Male,68
24,70,Medium,No,8,55,Medium,Yes,4,Low,High,Public,4,Female,68
13,71,Medium,Yes,10,99,Medium,Yes,0,Low,Medium,Public,3,Male,64
18,62,Low,Yes,6,91,High,No,4,Low,Medium,Private,1,Male,63
27,72,Low,Yes,7,79,Medium,Yes,2,High,High,Public,2,Female,68
21,90,High,Yes,9,89,Low,Yes,1,Low,Low,Public,2,Female,67
34,62,High,No,8,89,Low,Yes,3,Low,Medium,Private,4,Female,68
22,69,Medium,Yes,6,83,Medium,Yes,1,Low,Medium,Public,2,Female,66
21,88,Medium,Yes,8,59,Low,No,2,Medium,Medium,Private,1,Male,67
18,91,High,No,8,86,High,Yes,1,Medium,Medium,Public,4,Male,69
21,78,High,Yes,4,78,Medium,Yes,2,High,Medium,Private,3,Male,68
19,88,Medium,No,6,86,Medium,Yes,4,Medium,Medium,Public,3,Male,70
24,76,Medium,No,7,77,Medium,Yes,3,Medium,Medium,Private,4,Female,68
26,66,Low,Yes,9,98,Medium,Yes,2,Low,Medium,Public,2,Male,66
15,76,Medium,Yes,8,81,Medium,Yes,2,Low,Medium,Private,4,Female,67
12,83,Medium,No,6,79,Medium,Yes,1,High,Low,Public,4,Female,65
9,98,Medium,No,6,92,Medium,Yes,0,Medium,Medium,Public,5,Male,67
23,63,Medium,No,8,69,High,Yes,2,Medium,Low,Public,4,Male,63
13,80,Low,Yes,4,66,High,Yes,2,Low,Medium,Public,2,Female,64
7,73,High,Yes,6,75,Medium,Yes,3,Low,Medium,Public,3,Female,64
22,80,Low,No,9,79,High,Yes,0,Medium,Medium,Private,3,Female,66
35,61,Medium,Yes,7,61,Low,Yes,2,Medium,Medium,Private,4,Male,68
20,73,High,Yes,6,84,High,Yes,0,Medium,Medium,Public,3,Male,67
25,93,Medium,No,5,90,Low,Yes,1,Medium,Medium,Public,2,Male,72
20,82,Medium,Yes,8,79,Low,Yes,1,Low,Medium,Public,4,Male,67
19,78,Medium,No,7,76,High,Yes,2,Medium,Low,Public,3,Female,66
26,71,High,No,7,65,Medium,Yes,1,Low,Medium,Public,3,Female,66
18,72,High,Yes,8,95,Medium,Yes,1,Medium,Medium,Public,4,Male,67
22,75,Medium,No,7,88,Low,Yes,0,Low,Medium,Private,3,Male,65
22,93,High,No,7,74,Low,Yes,2,Medium,High,Public,3,Male,70
16,99,Low,Yes,5,83,Low,Yes,0,Low,High,Private,4,Female,69
26,78,High,Yes,5,67,Low,Yes,1,High,High,Private,3,Male,69
19,76,High,Yes,8,53,Medium,Yes,1,Medium,Medium,Public,4,Female,66
15,94,Medium,No,8,60,Medium,Yes,2,Medium,Medium,Public,4,Male,66
23,77,High,Yes,8,54,Medium,Yes,1,Low,Medium,Public,3,Female,67
15,82,Medium,Yes,6,75,Medium,Yes,1,Medium,Low,Public,3,Male,67
20,69,Medium,Yes,8,81,High,Yes,2,Medium,Medium,Public,4,Male,67
20,90,High,Yes,6,69,Medium,Yes,2,High,High,Public,3,Female,72
27,81,Medium,Yes,9,77,Low,Yes,1,Medium,High,Public,4,Female,68
23,92,Medium,Yes,6,54,High,Yes,3,Medium,Medium,Public,2,Male,70
20,91,Medium,Yes,6,88,Medium,Yes,1,Low,Medium,Public,4,Male,69
25,69,High,Yes,7,52,High,Yes,1,Low,Medium,Public,4,Male,65
28,89,High,No,8,82,Medium,Yes,0,Medium,Medium,Public,3,Male,72
23,92,Medium,No,7,72,Medium,Yes,0,Low,Medium,Public,4,Female,69
20,74,Medium,Yes,7,59,Low,Yes,5,High,Medium,Public,4,Female,68
12,67,High,No,6,76,High,Yes,1,Low,Medium,Public,2,Male,62
14,60,Medium,Yes,7,89,Low,Yes,2,Medium,Medium,Public,3,Male,60
18,78,High,Yes,7,71,Low,Yes,3,Medium,Medium,Public,4,Male,67
16,74,High,Yes,6,68,Low,Yes,2,Medium,Medium,Public,4,Male,67
19,82,Medium,Yes,7,57,Medium,Yes,1,Medium,Medium,Public,3,Male,67
20,68,Medium,Yes,7,80,Low,Yes,0,Low,Medium,Private,4,Female,63
23,94,Medium,Yes,10,91,High,Yes,1,Medium,Medium,Public,3,Male,71
20,70,Medium,Yes,6,78,High,Yes,0,Medium,Medium,Private,2,Female,66
23,69,Medium,Yes,6,58,High,Yes,0,Medium,Medium,Public,1,Female,65
20,79,High,Yes,7,83,High,Yes,2,Medium,Medium,Public,2,Female,69
8,80,High,No,6,52,High,Yes,2,Medium,Medium,Public,1,Female,63
14,69,Medium,Yes,5,92,High,Yes,3,Low,Low,Public,2,Female,64
19,71,High,No,5,96,High,Yes,2,Low,Medium,Private,0,Female,67
13,67,Medium,Yes,6,80,High,Yes,1,Low,High,Public,2,Male,62
24,89,Medium,Yes,6,94,Low,Yes,2,Medium,Medium,Public,2,Male,68
29,91,Medium,No,5,54,Low,Yes,2,Low,,Public,3,Male,71
27,78,High,No,7,61,Medium,No,1,Low,Medium,Public,3,Female,66
19,89,Medium,Yes,4,66,Low,Yes,1,Low,Medium,Public,1,Female,69
29,89,Medium,Yes,8,89,Low,Yes,1,Medium,High,Private,4,Male,71
21,66,Medium,Yes,6,74,Medium,Yes,2,Medium,High,Private,4,Female,66
18,99,Medium,No,6,67,Medium,Yes,5,Low,Medium,Public,3,Female,72
16,93,Medium,Yes,8,58,Medium,Yes,1,High,High,Public,4,Female,70
18,68,Low,No,8,91,High,Yes,1,Low,High,Private,3,Female,65
18,67,High,No,6,51,Medium,Yes,0,Medium,High,Public,2,Female,64
21,65,Medium,Yes,8,67,Medium,Yes,1,Low,Medium,Public,2,Male,63
21,66,Medium,No,9,62,Low,No,3,Medium,Medium,Private,2,Male,63
20,90,Low,No,5,56,Medium,No,3,Medium,Medium,Public,2,Male,66
23,79,High,Yes,8,59,Low,Yes,1,Low,High,Public,4,Male,68
27,91,Medium,Yes,5,75,Low,Yes,1,High,High,Public,4,Male,74
26,90,High,No,9,71,Low,Yes,0,High,Low,Private,2,Female,71
11,84,High,Yes,6,76,High,Yes,3,Low,High,Public,3,Female,67
5,87,High,No,6,86,Medium,Yes,2,Medium,High,Public,3,Female,66
26,61,High,Yes,9,95,Medium,Yes,0,Medium,Medium,Private,6,Male,67
12,72,Low,Yes,8,56,High,Yes,3,Low,Medium,Public,1,Male,62
19,86,Medium,No,6,54,Low,Yes,1,High,High,Private,5,Male,68
13,60,Medium,Yes,7,66,Medium,Yes,2,Low,Medium,Public,3,Male,62
9,61,High,Yes,6,77,Low,No,1,High,Medium,Private,2,Male,82
23,94,High,No,5,55,High,Yes,2,Medium,Medium,Public,2,Male,70
25,87,High,No,7,86,Medium,Yes,4,Medium,Low,Private,2,Male,72
17,71,Low,Yes,6,78,Low,Yes,0,Medium,Medium,Public,4,Female,64
4,88,Medium,No,6,87,Low,Yes,1,Medium,High,Public,4,Male,66
17,92,Medium,Yes,9,68,High,Yes,0,Medium,Low,Private,3,Female,68
22,72,Low,No,6,70,Low,Yes,1,High,Medium,Public,3,Male,64
11,61,Low,Yes,7,90,High,Yes,0,Medium,High,Public,3,Female,61
21,97,Medium,Yes,9,63,Medium,Yes,0,Medium,Medium,Public,1,Male,69
20,74,High,No,7,69,Low,Yes,2,High,High,Private,2,Male,68
23,64,Medium,No,6,51,Medium,Yes,1,Medium,Medium,Public,5,Male,64
21,80,Medium,No,7,78,Medium,Yes,1,Low,High,Private,4,Female,67
14,91,Medium,Yes,8,93,Medium,Yes,0,Medium,Medium,Public,3,Male,67
27,69,Medium,No,8,51,Medium,Yes,1,High,Medium,Public,2,Male,65
19,71,High,Yes,10,81,Medium,Yes,2,Medium,High,Public,3,Female,68
20,70,Medium,Yes,6,92,Medium,Yes,2,Medium,Low,Public,3,Male,67
14,100,Low,No,7,75,Low,Yes,1,Low,,Public,3,Male,67
17,68,Medium,Yes,5,66,Medium,Yes,1,High,Medium,Public,4,Male,64
15,83,High,Yes,8,100,Medium,Yes,0,Medium,Medium,Public,3,Female,70
19,97,Medium,No,7,53,Medium,Yes,2,Low,Low,Private,3,Male,69
30,66,Medium,No,7,61,Low,Yes,0,High,High,Private,2,Male,66
12,99,Low,No,6,94,Medium,Yes,2,Medium,Medium,Public,3,Male,69
10,98,Low,Yes,6,65,Medium,Yes,1,Low,High,Private,2,Male,66
29,95,High,Yes,7,91,Low,Yes,1,Low,Medium,Public,3,Female,73
19,69,Medium,Yes,6,67,Medium,No,4,High,High,Private,4,Male,66
16,85,Medium,Yes,7,91,High,Yes,0,Medium,Medium,Public,2,Male,69
26,90,Medium,Yes,7,84,Low,Yes,1,Medium,Medium,Public,3,Male,70
16,99,High,Yes,5,73,High,Yes,1,Medium,Medium,Private,5,Male,71
31,67,Low,Yes,5,76,Medium,Yes,2,Medium,High,Public,4,Male,70
24,91,High,Yes,6,59,Medium,Yes,0,Low,Medium,Private,4,Male,69
17,74,Medium,No,9,56,Medium,Yes,1,Medium,High,Private,3,Male,63
33,67,High,Yes,6,86,Medium,Yes,4,Medium,High,Public,3,Female,71
16,77,High,No,7,92,Low,Yes,2,Medium,Medium,Public,2,Male,67
24,92,Medium,Yes,5,86,High,Yes,3,Medium,High,Public,2,Female,73
22,79,Low,Yes,6,96,Medium,Yes,1,High,Medium,Public,2,Male,68
28,82,Low,Yes,5,95,Medium,Yes,0,High,Low,Public,3,Male,69
29,100,High,Yes,8,89,Medium,Yes,2,Medium,Medium,Private,3,Female,76
20,76,Low,Yes,5,95,Medium,Yes,4,Low,High,Public,3,Male,68
15,85,Medium,No,8,58,High,Yes,1,Low,Medium,Private,3,Male,65
23,75,Medium,Yes,8,87,Low,Yes,0,High,Low,Public,1,Female,66
16,76,Medium,No,7,88,High,Yes,0,Low,Medium,Public,2,Male,65
32,88,Low,No,8,58,Low,Yes,3,Low,High,Private,3,Male,69
21,98,High,Yes,10,95,Medium,Yes,0,Medium,Medium,Public,1,Male,71
18,82,High,Yes,8,50,Medium,Yes,1,High,Medium,Public,3,Male,66
21,91,Medium,No,5,72,Medium,Yes,3,Low,Medium,Public,3,Female,69
12,64,Medium,No,9,51,Low,No,2,Low,Medium,Public,4,Male,59
14,68,Medium,No,7,76,Medium,Yes,2,High,Medium,Public,3,Male,65
27,80,High,No,10,71,High,Yes,4,Low,Low,Public,2,Male,72
16,61,Medium,Yes,6,81,Medium,Yes,0,Medium,Medium,Public,2,Male,60
14,70,Medium,Yes,9,88,Low,Yes,0,High,Medium,Private,4,Female,64
23,81,Medium,No,7,88,Low,Yes,1,Low,Medium,Public,4,Male,69
27,61,High,Yes,10,86,Medium,Yes,3,Medium,High,Private,3,Female,70
24,71,Medium,Yes,7,55,Low,Yes,2,High,Medium,Public,3,Male,67
26,81,Medium,No,10,71,Low,Yes,0,Medium,Medium,Private,5,Female,67
15,83,Medium,Yes,8,91,Medium,Yes,0,Low,Medium,Private,3,Male,64
11,97,Medium,Yes,8,83,Low,Yes,4,Medium,High,Private,2,Male,68
29,86,Medium,No,10,84,Low,Yes,1,Low,High,Private,4,Female,72
18,77,Medium,Yes,6,61,Medium,Yes,1,Low,Medium,Private,3,Female,65
18,97,Medium,No,8,66,Low,Yes,2,Medium,Medium,Public,2,Male,70
28,91,High,No,7,98,Low,Yes,2,Low,Medium,Private,5,Male,75
23,68,Low,Yes,7,92,Medium,No,3,Low,High,Private,4,Male,65
23,65,Medium,Yes,7,58,Low,Yes,1,Low,Medium,Public,3,Female,63
33,87,Medium,No,8,77,Low,Yes,0,Low,Medium,Private,3,Male,71
16,82,Medium,Yes,8,75,Medium,Yes,2,Medium,Medium,Public,2,Female,66
26,92,Medium,Yes,6,72,Medium,Yes,1,Low,Medium,Private,3,Female,69
20,90,High,No,7,74,Low,No,0,High,Low,Private,3,Female,68
22,85,Medium,No,4,82,Medium,Yes,1,Medium,High,Public,2,Male,71
29,99,High,Yes,8,98,High,No,5,Low,Low,Public,2,Male,77
23,81,High,Yes,10,94,High,Yes,1,Medium,High,Public,2,Female,70
23,65,Medium,No,7,94,Medium,Yes,1,High,Medium,Public,3,Female,66
26,93,High,No,5,85,Low,Yes,1,High,High,Public,3,Female,73
18,70,Medium,Yes,8,51,Medium,Yes,1,Low,Medium,Private,3,Male,62
15,91,Medium,No,6,72,Low,Yes,0,Medium,Medium,Public,2,Female,65
14,98,High,Yes,7,76,Medium,Yes,0,Low,Medium,Public,2,Male,71
8,88,Medium,Yes,8,92,High,Yes,1,Low,Medium,Public,4,Male,66
32,84,Low,Yes,8,96,Medium,Yes,1,Low,Medium,Public,3,Female,72
13,78,Medium,Yes,9,73,Medium,Yes,0,Medium,High,Private,4,Male,64
19,75,Medium,No,7,65,Low,Yes,0,Low,Low,Private,4,Female,63
18,74,Low,Yes,7,67,Low,Yes,0,Low,Medium,Public,3,Male,63
22,85,High,No,8,79,High,Yes,5,Medium,High,Public,2,Female,72
25,90,Medium,Yes,7,64,Medium,Yes,2,Medium,High,Public,2,Male,71
25,87,High,Yes,6,96,Low,No,3,Medium,Medium,Public,2,Female,72
17,68,Medium,Yes,8,71,Medium,Yes,1,Medium,High,Private,2,Male,65
19,80,Medium,Yes,5,100,Medium,Yes,0,Medium,Medium,Public,3,Female,67
22,92,Low,Yes,7,55,Low,Yes,1,Low,Medium,Public,4,Female,68
19,79,Medium,Yes,5,59,Medium,Yes,2,Low,Medium,Private,2,Male,66
30,81,Medium,No,6,76,Medium,Yes,0,High,Medium,Public,3,Male,72
23,91,High,No,6,93,Medium,Yes,3,Low,Low,Public,3,Female,71
24,86,Medium,No,6,68,Low,Yes,3,Low,High,Public,3,Female,70
24,76,Medium,No,9,92,Medium,Yes,1,Medium,Low,Public,3,Female,68
27,96,Medium,No,9,71,Low,Yes,0,Low,Medium,Private,4,Female,72
21,67,Low,Yes,9,93,High,Yes,1,Low,High,Public,3,Male,66
12,100,Medium,No,7,64,Medium,Yes,1,Medium,High,Public,6,Male,69
22,65,Low,Yes,6,74,High,Yes,2,Medium,Medium,Public,1,Male,65
16,61,High,No,8,64,Medium,Yes,1,Low,High,Public,3,Male,62
17,96,High,No,7,61,Low,Yes,1,Low,High,Public,1,Female,69
24,70,Medium,Yes,7,71,Medium,Yes,1,Medium,Low,Public,4,Male,65
27,89,Medium,No,4,67,Medium,Yes,2,Low,Low,Private,4,Female,69
20,92,Low,Yes,8,89,Medium,Yes,1,Low,Medium,Public,3,Female,69
22,94,High,Yes,8,87,Medium,Yes,2,Low,,Private,5,Female,73
30,100,High,Yes,7,68,Low,Yes,2,Medium,Medium,Private,2,Female,75
21,72,High,Yes,8,100,Medium,Yes,3,Low,High,Private,3,Male,70
36,88,Medium,No,8,99,High,Yes,0,Low,Medium,Private,3,Female,74
23,65,Medium,Yes,6,96,Medium,Yes,0,Low,Low,Public,3,Male,65
9,76,Medium,No,7,79,Medium,Yes,1,Medium,Medium,Public,3,Male,63
25,94,High,No,5,71,Low,Yes,4,Medium,High,Public,4,Female,74
22,75,High,Yes,9,66,Low,Yes,0,Low,Medium,Private,2,Male,67
28,84,Medium,Yes,8,51,Medium,No,3,Medium,Medium,Public,4,Female,71
24,80,High,Yes,6,82,Medium,Yes,1,Low,High,Public,3,Female,68
19,86,High,No,8,78,Medium,Yes,2,Medium,Medium,Public,4,Female,69
13,99,Medium,No,7,81,Medium,Yes,0,Medium,Medium,Public,4,Male,71
19,62,High,Yes,6,79,Low,Yes,7,Medium,Medium,Public,2,Female,66
15,83,Medium,Yes,7,57,Low,Yes,0,Medium,Medium,Private,3,Male,65
17,95,Medium,Yes,8,85,Low,No,1,Low,High,Private,2,Female,66
24,79,Low,Yes,8,68,High,Yes,2,Low,Medium,Private,2,Male,65
